# YYYY MM DD  Total  North  South
# Time base:   1
# Time unit:   d
# Point count: 51728
# ./cyclasar filter 0 0.001 10 sar-1880-2021.tsv filtered-sar-1880-2021.tsv
t/a	At/µhsp
1912.564208984	21.354518929
1912.566894531	21.214232294
1912.569702148	21.073480266
1912.572387695	20.932079739
1912.575195312	20.790229078
1912.577880859	20.647775694
1912.580566406	20.504925582
1912.583374023	20.361686371
1912.586059570	20.217462969
1912.588745117	20.073140384
1912.591552734	19.928314259
1912.594238281	19.782900670
1912.597045898	19.636716513
1912.599731445	19.490311103
1912.602416992	19.343310601
1912.605224609	19.195959146
1912.607910156	19.047684535
1912.610595703	18.899455700
1912.613403320	18.750288449
1912.616088867	18.600808393
1912.618896484	18.450687469
1912.621582031	18.300558914
1912.624267578	18.149408021
1912.627075195	17.998478381
1912.629760742	17.846106784
1912.632568359	17.693582600
1912.635253906	17.540837164
1912.637939453	17.387656852
1912.640747070	17.233995888
1912.643432617	17.079640649
1912.646118164	16.925338816
1912.648925781	16.770304561
1912.651611328	16.614621808
1912.654418945	16.458389738
1912.657104492	16.302531508
1912.659790039	16.145185547
1912.662597656	15.988320237
1912.665283203	15.830386812
1912.668090820	15.672453387
1912.670776367	15.513970646
1912.673461914	15.355350576
1912.676269531	15.196005713
1912.678955078	15.035928428
1912.681640625	14.876003731
1912.684448242	14.715293207
1912.687133789	14.554811564
1912.689941406	14.393666164
1912.692626953	14.231902784
1912.695312500	14.069963927
1912.698120117	13.907735153
1912.700805664	13.744758698
1912.703491211	13.581736467
1912.706298828	13.418454837
1912.708984375	13.254967213
1912.711791992	13.090617467
1912.714477539	12.926237204
1912.717163086	12.761811164
1912.719970703	12.596637444
1912.722656250	12.431288248
1912.725463867	12.265763575
1912.728149414	12.099681957
1912.730834961	11.933501157
1912.733642578	11.766992292
1912.736328125	11.599918853
1912.739013672	11.433173477
1912.741821289	11.265825380
1912.744506836	11.097943224
1912.747314453	10.929954257
1912.750000000	10.762156025
1912.752685547	10.593671148
1912.755493164	10.425018424
1912.758178711	10.256174965
1912.760986328	10.087049218
1912.763671875	9.917702219
1912.766357422	9.748179744
1912.769165039	9.578535199
1912.771850586	9.408455778
1912.774536133	9.238322951
1912.777343750	9.068068054
1912.780029297	8.897485093
1912.782836914	8.726764803
1912.785522461	8.555655414
1912.788208008	8.384942753
1912.791015625	8.213840993
1912.793701172	8.042373022
1912.796508789	7.871156822
1912.799194336	7.699513375
1912.801879883	7.527648676
1912.804687500	7.355928935
1912.807373047	7.184239712
1912.810058594	7.012100354
1912.812866211	6.839716856
1912.815551758	6.667371505
1912.818359375	6.495102448
1912.821044922	6.322818132
1912.823730469	6.150632998
1912.826538086	5.977913807
1912.829223633	5.805515050
1912.831909180	5.633245993
1912.834716797	5.460358954
1912.837402344	5.287647392
1912.840209961	5.115012124
1912.842895508	4.942224268
1912.845581055	4.769817882
1912.848388672	4.596953732
1912.851074219	4.424371870
1912.853881836	4.251965484
1912.856567383	4.079375992
1912.859252930	3.906298219
1912.862060547	3.734151232
1912.864746094	3.561882175
1912.867431641	3.389727559
1912.870239258	3.217008367
1912.872924805	3.045113150
1912.875732422	2.872958534
1912.878417969	2.700666589
1912.881103516	2.529160471
1912.883911133	2.357265254
1912.886596680	2.185400555
1912.889404297	2.014237760
1912.892089844	1.842708754
1912.894775391	1.671355224
1912.897583008	1.500093247
1912.900268555	1.329540804
1912.902954102	1.158774737
1912.905761719	0.988168888
1912.908447266	0.817769033
1912.911254883	0.647834570
1912.913940430	0.477922996
1912.916625977	0.308263192
1912.919433594	0.138969598
1912.922119141	-0.030262960
1912.924804688	-0.199434483
1912.927612305	-0.368003284
1912.930297852	-0.536350832
1912.933105469	-0.704355058
1912.935791016	-0.872160919
1912.938476562	-1.039692122
1912.941284180	-1.206979185
1912.943969727	-1.373549084
1912.946777344	-1.540500453
1912.949462891	-1.706452372
1912.952148438	-1.872205926
1912.954956055	-2.037791634
1912.957641602	-2.203323935
1912.960327148	-2.367574499
1912.963134766	-2.531817433
1912.965820312	-2.696190067
1912.968627930	-2.859395403
1912.971313477	-3.022501558
1912.973999023	-3.185043137
1912.976806641	-3.347622863
1912.979492188	-3.509172621
1912.982299805	-3.670432462
1912.984985352	-3.831448162
1912.987670898	-3.991716181
1912.990478516	-4.151686655
1912.993164062	-4.311039147
1912.995849609	-4.469865211
1912.998657227	-4.628134329
1913.001342773	-4.786090642
1913.004150391	-4.942986469
1913.006835938	-5.100073031
1913.009643555	-5.256266954
1913.012329102	-5.411728455
1913.015014648	-5.566678787
1913.017822266	-5.720423674
1913.020507812	-5.874847577
1913.023315430	-6.027799008
1913.026000977	-6.180185863
1913.028808594	-6.332229395
1913.031494141	-6.483403176
1913.034301758	-6.633585136
1913.036987305	-6.783736578
1913.039672852	-6.932873311
1913.042480469	-7.081506504
1913.045166016	-7.229369128
1913.047973633	-7.376072085
1913.050659180	-7.522813188
1913.053466797	-7.668348846
1913.056152344	-7.812984236
1913.058959961	-7.957009275
1913.061645508	-8.100591809
1913.064331055	-8.243037563
1913.067138672	-8.384499125
1913.069824219	-8.525624993
1913.072631836	-8.665705635
1913.075317383	-8.804847861
1913.078125000	-8.943196630
1913.080810547	-9.080950307
1913.083618164	-9.217742679
1913.086303711	-9.353550860
1913.088989258	-9.488390108
1913.091796875	-9.622527451
1913.094482422	-9.756008666
1913.097290039	-9.888032667
1913.099975586	-10.019110623
1913.102783203	-10.149532451
1913.105468750	-10.278985347
1913.108276367	-10.407377756
1913.110961914	-10.535007225
1913.113647461	-10.661461768
1913.116455078	-10.787008414
1913.119140625	-10.911166509
1913.121948242	-11.034874470
1913.124633789	-11.157438022
1913.127441406	-11.278323107
1913.130126953	-11.398903016
1913.132934570	-11.517987564
1913.135620117	-11.636187102
1913.138305664	-11.753486371
1913.141113281	-11.869450497
1913.143798828	-11.984254954
1913.146606445	-12.098044703
1913.149291992	-12.210796853
1913.152099609	-12.321893425
1913.154785156	-12.432463568
1913.157592773	-12.541431539
1913.160278320	-12.649377171
1913.162963867	-12.756124988
1913.165771484	-12.861522402
1913.168457031	-12.965905107
1913.171264648	-13.068906891
1913.173950195	-13.171031295
1913.176757812	-13.271149168
1913.179443359	-13.370488843
1913.182250977	-13.468829067
1913.184936523	-13.565422160
1913.187622070	-13.660832696
1913.190429688	-13.755198006
1913.193115234	-13.848014548
1913.195922852	-13.939396765
1913.198608398	-14.029405690
1913.201416016	-14.118087101
1913.204101562	-14.205341815
1913.206909180	-14.291612337
1913.209594727	-14.376112839
1913.212280273	-14.459415527
1913.215087891	-14.541024489
1913.217773438	-14.621366971
1913.220581055	-14.700114910
1913.223266602	-14.777809993
1913.226074219	-14.853483286
1913.228759766	-14.928347863
1913.231567383	-15.001274574
1913.234252930	-15.072477042
1913.236938477	-15.142641912
1913.239746094	-15.211120686
1913.242431641	-15.277806552
1913.245239258	-15.343134386
1913.247924805	-15.407302552
1913.250732422	-15.469487075
1913.253417969	-15.529947356
1913.256103516	-15.589568403
1913.258911133	-15.646633602
1913.261596680	-15.702394176
1913.264404297	-15.756728052
1913.267089844	-15.809482644
1913.269897461	-15.860299370
1913.272583008	-15.909567328
1913.275390625	-15.956866903
1913.278076172	-16.002831334
1913.280761719	-16.047056262
1913.283569336	-16.089534060
1913.286254883	-16.130608049
1913.289062500	-16.169316925
1913.291748047	-16.206812728
1913.294555664	-16.242324888
1913.297241211	-16.275952588
1913.300048828	-16.307764492
1913.302734375	-16.338134440
1913.305419922	-16.366154535
1913.308227539	-16.392938668
1913.310913086	-16.417609458
1913.313720703	-16.440464453
1913.316406250	-16.461564687
1913.319213867	-16.480490543
1913.321899414	-16.498134661
1913.324707031	-16.513146639
1913.327392578	-16.526983689
1913.330078125	-16.538798950
1913.332885742	-16.548210951
1913.335571289	-16.555967374
1913.338378906	-16.561831707
1913.341064453	-16.565758174
1913.343872070	-16.567601816
1913.346557617	-16.567667809
1913.349365234	-16.565216102
1913.352050781	-16.561261404
1913.354736328	-16.555048406
1913.357543945	-16.547248493
1913.360229492	-16.537182651
1913.363037109	-16.524766954
1913.365722656	-16.510581239
1913.368530273	-16.494579727
1913.371215820	-16.476098662
1913.374023438	-16.455847578
1913.376708984	-16.433063534
1913.379394531	-16.408486583
1913.382202148	-16.381697108
1913.384887695	-16.352923989
1913.387695312	-16.321739983
1913.390380859	-16.288625739
1913.393188477	-16.253550741
1913.395874023	-16.215668126
1913.398681641	-16.176107044
1913.401367188	-16.134035891
1913.404052734	-16.090431230
1913.406860352	-16.043500153
1913.409545898	-15.995134750
1913.412353516	-15.944518675
1913.415039062	-15.891499341
1913.417846680	-15.836359035
1913.420532227	-15.778533183
1913.423339844	-15.719288263
1913.426025391	-15.656663521
1913.428710938	-15.592367942
1913.431518555	-15.525714880
1913.434204102	-15.456673818
1913.437011719	-15.385450748
1913.439697266	-15.311603167
1913.442504883	-15.235649873
1913.445190430	-15.157133103
1913.447998047	-15.076594543
1913.450683594	-14.993164442
1913.453369141	-14.907712552
1913.456176758	-14.819674297
1913.458862305	-14.729362483
1913.461669922	-14.636563486
1913.464355469	-14.541368859
1913.467163086	-14.443763344
1913.469848633	-14.343411246
1913.472656250	-14.241342535
1913.475341797	-14.135810078
1913.478027344	-14.028515231
1913.480834961	-13.918687426
1913.483520508	-13.806235108
1913.486328125	-13.691272720
1913.489013672	-13.573739226
1913.491821289	-13.453436262
1913.494506836	-13.330920773
1913.497314453	-13.205872325
1913.500000000	-13.078718165
1913.502685547	-12.948199441
1913.505493164	-12.815407158
1913.508178711	-12.679914069
1913.510986328	-12.542086386
1913.513671875	-12.401275609
1913.516479492	-12.258374378
1913.519165039	-12.112192507
1913.521972656	-11.964103288
1913.524658203	-11.812771576
1913.527343750	-11.659364669
1913.530151367	-11.503035704
1913.532836914	-11.343906751
1913.535644531	-11.182641567
1913.538330078	-11.017836344
1913.541137695	-10.850986444
1913.543823242	-10.681466256
1913.546630859	-10.508901939
1913.549316406	-10.333667334
1913.552001953	-10.155998952
1913.554809570	-9.975400883
1913.557495117	-9.791918902
1913.560302734	-9.606102327
1913.562988281	-9.417256882
1913.565795898	-9.225893737
1913.568481445	-9.030776930
1913.571289062	-8.833996915
1913.573974609	-8.634363507
1913.576660156	-8.431640193
1913.579467773	-8.226231333
1913.582153320	-8.017854638
1913.584960938	-7.806616920
1913.587646484	-7.592716544
1913.590454102	-7.376176397
1913.593139648	-7.156470051
1913.595947266	-6.934146823
1913.598632812	-6.708726061
1913.601318359	-6.480795228
1913.604125977	-6.249629532
1913.606811523	-6.015892730
1913.609619141	-5.779386457
1913.612304688	-5.539729245
1913.615112305	-5.297172863
1913.617797852	-5.051526576
1913.620605469	-4.803278665
1913.623291016	-4.552116326
1913.625976562	-4.297772529
1913.628784180	-4.040750814
1913.631469727	-3.780822301
1913.634277344	-3.517864918
1913.636962891	-3.252046511
1913.639770508	-2.982894060
1913.642456055	-2.711338349
1913.645263672	-2.436433334
1913.647949219	-2.158568114
1913.650634766	-1.877925794
1913.653442383	-1.593964687
1913.656127930	-1.307821574
1913.658935547	-1.018229975
1913.661621094	-0.725113595
1913.664428711	-0.429807579
1913.667114258	-0.130793677
1913.669921875	0.170852366
1913.672607422	0.475679867
1913.675292969	0.783070844
1913.678100586	1.093902678
1913.680786133	1.407748122
1913.683593750	1.724790283
1913.686279297	2.044548509
1913.689086914	2.367694186
1913.691772461	2.693578815
1913.694580078	3.022828007
1913.697265625	3.355075552
1913.699951172	3.689978126
1913.702758789	4.028344444
1913.705444336	4.369960885
1913.708251953	4.714369684
1913.710937500	5.061982829
1913.713745117	5.412647732
1913.716430664	5.766272840
1913.719238281	6.123163329
1913.721923828	6.483250534
1913.724609375	6.846366609
1913.727416992	7.212305559
1913.730102539	7.581609073
1913.732910156	7.954017750
1913.735595703	8.329905431
1913.738403320	8.708028525
1913.741088867	9.090462227
1913.743896484	9.475116082
1913.746582031	9.863317606
1913.749267578	10.254723475
1913.752075195	10.648830151
1913.754760742	11.046522641
1913.757568359	11.447160078
1913.760253906	11.851268890
1913.763061523	12.257979325
1913.765747070	12.668153505
1913.768432617	13.081791430
1913.771240234	13.498069126
1913.773925781	13.917627461
1913.776733398	14.340535101
1913.779418945	14.766738639
1913.782226562	15.195673500
1913.784912109	15.628201807
1913.787719727	16.063881053
1913.790405273	16.502825679
1913.793090820	16.944806805
1913.795898438	17.390038053
1913.798583984	17.838107436
1913.801391602	18.289693970
1913.804077148	18.744484849
1913.806884766	19.202144381
1913.809570312	19.663511798
1913.812377930	20.127587651
1913.815063477	20.595356130
1913.817749023	21.066004706
1913.820556641	21.539872887
1913.823242188	22.017185739
1913.826049805	22.497256617
1913.828735352	22.980676799
1913.831542969	23.467450100
1913.834228516	23.957408674
1913.837036133	24.450708922
1913.839721680	24.947068557
1913.842407227	25.446682130
1913.845214844	25.949645006
1913.847900391	26.455377353
1913.850708008	26.964775623
1913.853393555	27.477256170
1913.856201172	27.992807547
1913.858886719	28.511551826
1913.861694336	29.033839959
1913.864379883	29.558950968
1913.867065430	30.087525721
1913.869873047	30.618969128
1913.872558594	31.154040311
1913.875366211	31.692353987
1913.878051758	32.233704162
1913.880859375	32.778079392
1913.883544922	33.325758150
1913.886352539	33.877057055
1913.889038086	34.430812626
1913.891723633	34.988466817
1913.894531250	35.549065954
1913.897216797	36.112930472
1913.900024414	36.679621681
1913.902709961	37.250249658
1913.905517578	37.823181712
1913.908203125	38.400054348
1913.911010742	38.979856671
1913.913696289	39.562920561
1913.916381836	40.149074355
1913.919189453	40.738363831
1913.921875000	41.330594438
1913.924682617	41.926799959
1913.927368164	42.525481220
1913.930175781	43.128034398
1913.932861328	43.733093832
1913.935668945	44.341418647
1913.938354492	44.953363609
1913.941040039	45.567841531
1913.943847656	46.185809900
1913.946533203	46.807020763
1913.949340820	47.431302456
1913.952026367	48.059036451
1913.954833984	48.689597136
1913.957519531	49.323568161
1913.960327148	49.960690125
1913.963012695	50.600612078
1913.965698242	51.243845187
1913.968505859	51.890309345
1913.971191406	52.539928258
